timestamp_utc,open,high,low,close,tick_volume,spread,real_volume
2026-07-03T01:00:00Z,4128.89,4128.89,4125.33,4126.34,269,26,0
2026-07-03T01:01:00Z,4126.34,4126.45,4125.11,4125.68,163,26,0
2026-07-03T01:02:00Z,4125.65,4126.75,4125.1,4126.42,73,26,0
2026-07-03T01:03:00Z,4126.43,4126.48,4124.96,4126.24,96,26,0
2026-07-03T01:04:00Z,4126.24,4126.24,4125.11,4125.74,76,26,0
2026-07-03T01:05:00Z,4125.62,4125.62,4124.81,4125.08,55,26,0
2026-07-03T01:06:00Z,4125.08,4125.6,4124.74,4124.89,31,26,0
2026-07-03T01:07:00Z,4124.89,4125.27,4124.64,4125.19,21,26,0
2026-07-03T01:08:00Z,4125.19,4125.69,4124.72,4125.45,45,25,0
2026-07-03T01:09:00Z,4125.45,4128.04,4125.45,4127.97,76,25,0
2026-07-03T01:10:00Z,4127.98,4128.04,4126.99,4127.05,62,26,0
2026-07-03T01:11:00Z,4127.05,4127.05,4125.56,4125.87,36,26,0
2026-07-03T01:12:00Z,4125.83,4125.83,4125.2,4125.43,18,26,0
2026-07-03T01:13:00Z,4125.56,4125.57,4124.43,4124.61,26,25,0
2026-07-03T01:14:00Z,4124.61,4124.99,4124.54,4124.54,30,25,0
2026-07-03T01:15:00Z,4124.54,4125.19,4124.13,4124.33,53,25,0
2026-07-03T01:16:00Z,4124.33,4124.57,4123.9,4123.91,51,26,0
2026-07-03T01:17:00Z,4123.91,4124.71,4123.91,4124.63,43,25,0
2026-07-03T01:18:00Z,4124.63,4125.0,4123.75,4124.97,69,25,0
2026-07-03T01:19:00Z,4124.97,4125.25,4124.79,4124.89,40,25,0
2026-07-03T01:20:00Z,4124.8,4125.38,4124.29,4125.01,60,25,0
2026-07-03T01:21:00Z,4125.01,4125.11,4124.32,4124.84,38,26,0
2026-07-03T01:22:00Z,4124.84,4124.85,4122.92,4123.23,44,25,0
2026-07-03T01:23:00Z,4123.23,4123.56,4122.99,4123.5,44,25,0
2026-07-03T01:24:00Z,4123.5,4123.67,4122.85,4123.6,58,25,0
2026-07-03T01:25:00Z,4123.6,4123.63,4122.98,4123.1,41,25,0
2026-07-03T01:26:00Z,4123.18,4123.68,4122.75,4122.75,80,25,0
2026-07-03T01:27:00Z,4122.75,4123.73,4122.47,4123.0,105,26,0
2026-07-03T01:28:00Z,4122.98,4124.27,4122.91,4123.83,75,26,0
2026-07-03T01:29:00Z,4123.85,4124.41,4123.5,4124.41,50,25,0
2026-07-03T01:30:00Z,4124.37,4125.12,4123.84,4123.95,113,26,0
2026-07-03T01:31:00Z,4123.95,4124.13,4123.75,4124.12,63,25,0
2026-07-03T01:32:00Z,4124.12,4124.45,4124.06,4124.33,60,24,0
2026-07-03T01:33:00Z,4124.33,4125.06,4124.29,4124.93,56,23,0
2026-07-03T01:34:00Z,4124.99,4126.1,4124.99,4126.1,66,23,0
2026-07-03T01:35:00Z,4126.1,4126.34,4124.82,4125.1,69,18,0
2026-07-03T01:36:00Z,4124.91,4125.08,4124.78,4125.05,40,24,0
2026-07-03T01:37:00Z,4125.06,4125.3,4124.63,4124.89,36,24,0
2026-07-03T01:38:00Z,4124.89,4124.98,4124.54,4124.67,41,24,0
2026-07-03T01:39:00Z,4124.67,4124.7,4124.38,4124.5,52,25,0
2026-07-03T01:40:00Z,4124.52,4124.77,4123.83,4123.83,54,25,0
2026-07-03T01:41:00Z,4123.83,4123.83,4122.81,4122.98,69,25,0
2026-07-03T01:42:00Z,4122.98,4123.12,4122.66,4122.97,67,25,0
2026-07-03T01:43:00Z,4122.97,4123.66,4122.91,4123.66,48,24,0
2026-07-03T01:44:00Z,4123.65,4123.71,4123.06,4123.1,44,25,0
2026-07-03T01:45:00Z,4123.09,4123.73,4123.09,4123.44,40,25,0
2026-07-03T01:46:00Z,4123.44,4123.45,4122.81,4123.15,48,25,0
2026-07-03T01:47:00Z,4123.17,4124.29,4122.99,4124.01,71,25,0
2026-07-03T01:48:00Z,4124.01,4124.08,4123.54,4123.54,50,25,0
