timestamp_utc,open,high,low,close,tick_volume,spread,real_volume
2026-06-19T09:16:00Z,4142.08,4142.16,4140.62,4141.86,325,22,0
2026-06-19T09:17:00Z,4141.87,4143.96,4141.58,4142.57,348,24,0
2026-06-19T09:18:00Z,4142.57,4143.34,4140.98,4141.08,258,22,0
2026-06-19T09:19:00Z,4141.08,4142.42,4139.94,4141.59,355,20,0
2026-06-19T09:20:00Z,4141.58,4143.44,4140.68,4140.68,376,24,0
2026-06-19T09:21:00Z,4140.67,4142.49,4139.65,4142.23,336,23,0
2026-06-19T09:22:00Z,4142.23,4142.95,4141.03,4141.03,295,20,0
2026-06-19T09:23:00Z,4140.97,4141.48,4139.28,4141.18,266,19,0
2026-06-19T09:24:00Z,4141.19,4144.43,4141.11,4143.33,321,19,0
2026-06-19T09:25:00Z,4143.32,4144.91,4143.28,4144.24,339,20,0
2026-06-19T09:26:00Z,4144.19,4144.19,4141.87,4142.42,239,19,0
2026-06-19T09:27:00Z,4142.42,4142.42,4141.17,4141.65,256,19,0
2026-06-19T09:28:00Z,4141.81,4142.38,4140.97,4141.73,303,22,0
2026-06-19T09:29:00Z,4141.73,4143.6,4141.43,4141.74,360,23,0
2026-06-19T09:30:00Z,4141.92,4145.34,4141.92,4143.18,414,24,0
2026-06-19T09:31:00Z,4143.14,4143.4,4139.06,4139.61,386,24,0
2026-06-19T09:32:00Z,4139.63,4140.04,4138.37,4138.85,305,24,0
2026-06-19T09:33:00Z,4138.86,4139.32,4136.2,4136.68,340,22,0
2026-06-19T09:34:00Z,4136.89,4138.82,4135.55,4138.66,393,20,0
2026-06-19T09:35:00Z,4138.67,4139.04,4137.27,4137.82,327,23,0
2026-06-19T09:36:00Z,4137.82,4138.0,4134.37,4135.05,329,19,0
2026-06-19T09:37:00Z,4135.03,4135.45,4133.44,4133.44,273,19,0
2026-06-19T09:38:00Z,4133.45,4134.84,4132.84,4134.74,289,19,0
2026-06-19T09:39:00Z,4134.76,4135.67,4133.29,4133.71,220,19,0
2026-06-19T09:40:00Z,4133.71,4136.31,4133.69,4136.06,217,19,0
2026-06-19T09:41:00Z,4136.06,4136.07,4133.81,4135.4,279,19,0
2026-06-19T09:42:00Z,4135.41,4136.37,4134.75,4136.3,215,19,0
2026-06-19T09:43:00Z,4136.29,4136.75,4135.67,4135.79,186,19,0
2026-06-19T09:44:00Z,4135.81,4136.17,4134.65,4136.02,226,20,0
2026-06-19T09:45:00Z,4136.01,4136.01,4134.5,4135.64,277,23,0
2026-06-19T09:46:00Z,4135.64,4136.72,4135.48,4136.53,209,23,0
2026-06-19T09:47:00Z,4136.51,4138.99,4135.74,4138.93,270,24,0
2026-06-19T09:48:00Z,4138.91,4143.09,4138.32,4142.09,329,24,0
2026-06-19T09:49:00Z,4142.08,4145.29,4141.64,4145.29,325,24,0
2026-06-19T09:50:00Z,4145.3,4145.73,4143.01,4143.38,322,24,0
2026-06-19T09:51:00Z,4143.25,4144.1,4142.26,4144.07,222,24,0
2026-06-19T09:52:00Z,4144.07,4145.46,4142.86,4145.46,271,23,0
2026-06-19T09:53:00Z,4145.46,4146.51,4144.97,4145.96,228,21,0
2026-06-19T09:54:00Z,4145.87,4146.08,4144.88,4145.75,200,19,0
2026-06-19T09:55:00Z,4145.74,4145.99,4144.31,4145.43,272,19,0
2026-06-19T09:56:00Z,4145.42,4148.84,4145.01,4148.43,235,23,0
2026-06-19T09:57:00Z,4148.39,4150.48,4147.92,4150.32,276,24,0
2026-06-19T09:58:00Z,4150.29,4150.29,4147.72,4148.0,305,22,0
2026-06-19T09:59:00Z,4147.94,4148.87,4147.55,4147.6,253,19,0
2026-06-19T10:00:00Z,4147.62,4150.85,4147.62,4148.95,417,19,0
2026-06-19T10:01:00Z,4148.98,4151.12,4148.91,4149.52,386,24,0
2026-06-19T10:02:00Z,4149.5,4151.99,4148.15,4151.99,343,24,0
2026-06-19T10:03:00Z,4151.78,4153.05,4150.96,4152.78,283,24,0
2026-06-19T10:04:00Z,4152.77,4156.14,4152.11,4156.1,302,22,0
2026-06-19T10:05:00Z,4156.03,4156.47,4153.85,4155.25,358,24,0
2026-06-19T10:06:00Z,4155.26,4156.63,4154.95,4156.5,364,24,0
2026-06-19T10:07:00Z,4156.5,4156.54,4155.13,4156.53,282,21,0
2026-06-19T10:08:00Z,4156.52,4158.33,4156.52,4156.77,318,19,0
2026-06-19T10:09:00Z,4156.79,4159.56,4156.76,4159.01,340,23,0
2026-06-19T10:10:00Z,4158.99,4159.08,4156.18,4156.18,276,24,0
2026-06-19T10:11:00Z,4156.17,4156.83,4155.48,4156.17,223,19,0
