trigger_time_utc,direction,entry,sl,tp,risk,status
2026-09-21T02:13:00+00:00,SELL,4373.25,4373.48,4373.02,0.22999999999956344,FORWARD_MISSED_CANDIDATE
2026-09-21T03:51:00+00:00,SELL,4365.99,4370.63,4361.349999999999,4.640000000000327,FORWARD_MISSED_CANDIDATE
